957990	Abba Sabinou Monasterion	506±0
71655	Theben	187±0
71583	Theben	128±0
71747	Theben	50±49
71414	Theben	150±0
71887	Theben	116±0
71538	Theben	132±0
71372	Theben	99±0
71485	Theben	128±0
71689	Theben	209±0
71763	Theben	167±0
71978	Theben	131±0
71127	Theben	72±0
71677	Theben	144±0
71504	Theben	141±0
71594	Theben	140±0
71944	Theben	127±0
71776	Theben	190±0
71253	Theben	231±0
71533	Theben	129±0
71390	Theben	124±0
71696	Theben	228±0
71694	Theben	143±0
71352	Theben	48±0
71980	Theben	132±0
71189	Theben	71±0
71750	Theben	200±24
71746	Theben	97±0
71371	Theben	98±0
71448	Theben	142±0
71143	Theben	235±0
71764	Theben	100±99
71242	Theben	144±0
71969	Theben	131±0
71454	Theben	169±0
71187	Theben	68±0
71781	Theben	21±0
71130	Theben	88±0
71964	Theben	129±0
71735	Theben	18±0
71137	Theben	241±0
71814	Theben	75±0
71514	Theben	108±0
71259	Theben	34±0
71116	Theben	25±0
71660	Theben	34±0
71995	Theben	134±0
71458	Theben	134±0
71536	Theben	130±0
71646	Theben	44±0
71002	Theben	-139±0
71310	Theben	104±0
71853	Theben	-13±0
71437	Theben	152±0
71457	Theben	133±0
71668	Theben	250±49
71512	Theben	106±0
71740	Theben	62+
71903	Theben	119±0
71681	Theben	225±0
71769	Theben	65±0
71590	Theben	138±0
71804	Theben	247±0
71910	Theben	122±0
71833	Theben	90±0
71861	Theben	75±0
71819	Theben	134±0
71304	Theben	90±0
71204	Theben	92±0
71314	Theben	108±0
71643	Theben	36±0
71482	Theben	143±0
71370	Theben	94±0
71491	Theben	212±0
71283	Theben	126±0
71115	Theben	11±0
71330	Theben	150±0
71210	Theben	97±0
71192	Theben	75±0
71940	Theben	126±0
71981	Theben	132±0
71202	Theben	87±0
71515	Theben	109±0
71943	Theben	126±0
71426	Theben	184±0
71291	Theben	49±0
71555	Theben	161±0
71783	Theben	50±49
71733	Theben	191±0
71601	Theben	148±0
71888	Theben	116±0
71364	Theben	80±0
71849	Theben	250±49
71650	Theben	57±0
71640	Theben	49±0
71898	Theben	118±0
71908	Theben	120±0
71427	Theben	159±0
71673	Theben	82±0
71251	Theben	186±0
71947	Theben	127±0
71392	Theben	128±0
71231	Theben	125±0
71184	Theben	56±0
71916	Theben	123±0
71128	Theben	74±0
71810	Theben	16±0
71274	Theben	113±0
71554	Theben	159±0
71704	Theben	141±0
71276	Theben	115±0
71226	Theben	120±0
71320	Theben	128±0
71786	Theben	197±0
71301	Theben	83±0
71645	Theben	42±0
71529	Theben	121±0
71270	Theben	106±0
71874	Theben	103±0
71567	Theben	88±0
71201	Theben	86±0
71705	Theben	141±0
71550	Theben	150±0
71613	Theben	183±0
71639	Theben	45±0
71927	Theben	124±0
71827	Theben	-20±0
71481	Theben	143±0
71802	Theben	250±49
71325	Theben	144±0
71599	Theben	146±0
71618	Theben	200±24
71317	Theben	114±0
71489	Theben	145±0
71584	Theben	130±0
71687	Theben	185±0
71199	Theben	85±0
71460	Theben	135±0
71959	Theben	128±0
71672	Theben	36±0
71537	Theben	131±0
71182	Theben	47±6
71416	Theben	156±0
71914	Theben	122±0
71267	Theben	93±0
71439	Theben	152±0
71904	Theben	119±0
71976	Theben	131±0
71132	Theben	116±0
71669	Theben	129±0
71359	Theben	152±0
71399	Theben	133±0
71579	Theben	127±0
71722	Theben	195+
71422	Theben	172±0
71362	Theben	69±0
71383	Theben	116±0
71742	Theben	65±0
71719	Theben	195+
71172	Theben	41±0
71289	Theben	48±0
71225	Theben	119±0
71464	Theben	141±0
71619	Theben	200±24
71396	Theben	129±0
71409	Theben	142±0
71553	Theben	159±0
71700	Theben	-17±0
71367	Theben	89±0
71820	Theben	149±0
71759	Theben	139±0
71492	Theben	214±0
71212	Theben	100±0
71815	Theben	94±0
71581	Theben	128±0
71473	Theben	160±0
71847	Theben	250±49
71690	Theben	208±0
71366	Theben	89±0
71321	Theben	138±0
71407	Theben	140±0
71911	Theben	122±0
71113	Theben	-9±0
71548	Theben	138±0
71451	Theben	144±0
71675	Theben	234±0
71303	Theben	88±0
71991	Theben	133±0
71570	Theben	103±0
71578	Theben	126±0
71474	Theben	161±0
71413	Theben	149±0
71926	Theben	124±0
71979	Theben	132±0
71859	Theben	68±0
71895	Theben	118±0
71932	Theben	125±0
71624	Theben	169±0
71909	Theben	121±0
71397	Theben	130±0
71179	Theben	50±0
71432	Theben	152±0
71603	Theben	150±0
71540	Theben	136±0
71830	Theben	12±0
71906	Theben	120±0
71500	Theben	117±0
71832	Theben	81±0
71630	Theben	208±0
71194	Theben	79±0
71695	Theben	194±0
71326	Theben	148±0
71824	Theben	200±24
71273	Theben	111±0
71543	Theben	136±0
71915	Theben	122±0
71647	Theben	52±0
71309	Theben	103±0
71837	Theben	135±0
71213	Theben	100±0
71264	Theben	82±0
71357	Theben	143±0
71897	Theben	118±0
71549	Theben	143±0
71634	Theben	250±49
71798	Theben	200±24
71957	Theben	128±0
71424	Theben	174±0
71793	Theben	212±0
71453	Theben	151±0
71284	Theben	150±49
71545	Theben	137±0
71476	Theben	122±0
71732	Theben	182+
71615	Theben	190±0
71748	Theben	103±0
71521	Theben	114±0
71459	Theben	135±0
71699	Theben	-17±0
71075	Theben	-150±49
71739	Theben	45+
71351	Theben	40±0
71209	Theben	97±0
71417	Theben	157±0
71468	Theben	153±0
71306	Theben	94±0
71114	Theben	-7±0
71421	Theben	164±0
71877	Theben	105±0
71680	Theben	250±49
71620	Theben	162±0
71945	Theben	127±0
71761	Theben	96±0
71758	Theben	117±0
71621	Theben	200±24
71936	Theben	125±0
71164	Theben	34±0
71385	Theben	119±0
71836	Theben	114±0
71800	Theben	200±24
71724	Theben	71+
71801	Theben	233±0
71145	Theben	208±0
71135	Theben	190±0
71892	Theben	117±0
71463	Theben	139±0
71767	Theben	233±0
71313	Theben	107±0
71654	Theben	138±0
71452	Theben	144±0
71519	Theben	113±0
71682	Theben	151±0
71949	Theben	127±0
71948	Theben	127±0
71918	Theben	123±0
71816	Theben	100±99
71542	Theben	136±0
71901	Theben	119±0
71341	Theben	12±0
71684	Theben	154±0
71962	Theben	129±0
71410	Theben	142±0
71411	Theben	147±0
71857	Theben	59±0
71269	Theben	102±0
71617	Theben	192±0
71338	Theben	143+
71777	Theben	192±0
71142	Theben	234±0
71773	Theben	50±49
71163	Theben	33±0
71715	Theben	188±0
71992	Theben	133±0
71358	Theben	145±0
71842	Theben	200±24
71566	Theben	77±0
71462	Theben	139±0
71993	Theben	133±0
71360	Theben	60±0
71644	Theben	37±0
71450	Theben	144±0
71939	Theben	126±0
71219	Theben	107±0
71744	Theben	84±0
71966	Theben	130±0
71361	Theben	68±0
71423	Theben	173±0
71185	Theben	58±0
71290	Theben	49±0
71825	Theben	211±0
71355	Theben	114±0
71788	Theben	137±0
71627	Theben	233±0
71171	Theben	40±0
71382	Theben	115±0
71140	Theben	200±99
71559	Theben	200±99
71717	Theben	194±0
71674	Theben	84±0
71148	Theben	250±49
71679	Theben	209±0
71736	Theben	31±0
71876	Theben	102±0
71438	Theben	152±0
71807	Theben	249±0
71356	Theben	125±0
71653	Theben	81±0
71233	Theben	128±0
71248	Theben	155±0
71278	Theben	117±0
71649	Theben	56±0
71365	Theben	82±0
71281	Theben	117±0
71965	Theben	129±0
71784	Theben	131±0
71513	Theben	106±0
71119	Theben	34±0
71780	Theben	233±0
71141	Theben	231±0
71419	Theben	161±0
71789	Theben	200±24
71890	Theben	116±0
71293	Theben	61±0
71200	Theben	86±0
71398	Theben	131±0
71952	Theben	128±0
71809	Theben	249±0
71133	Theben	150±49
71207	Theben	93±0
71509	Theben	106±0
71999	Theben	134±0
71587	Theben	136±0
71354	Theben	60±0
71882	Theben	111±0
71118	Theben	33±0
71112	Theben	-23±0
71642	Theben	-8±0
71440	Theben	116±0
71405	Theben	128±10
71150	Theben	250±49
71292	Theben	58±0
71808	Theben	249±0
71718	Theben	195+
71975	Theben	131±0
71387	Theben	121±0
71144	Theben	207±0
71169	Theben	39±0
71039	Theben	-100±99
71863	Theben	81±0
71659	Theben	21±0
71175	Theben	47±0
71090	Theben	-250±49
71900	Theben	118±0
71501	Theben	148±0
71378	Theben	105±0
71707	Theben	142±0
71186	Theben	67±0
71138	Theben	255±0
71412	Theben	147±0
71741	Theben	64+
71591	Theben	139±0
71214	Theben	101±0
71377	Theben	102±0
71524	Theben	116±0
71973	Theben	131±0
71203	Theben	88±0
71445	Theben	135±0
71193	Theben	79±0
71881	Theben	108±0
71487	Theben	132±0
71838	Theben	148±1
71346	Theben	21±0
71196	Theben	83±0
71380	Theben	108±0
71404	Theben	138±0
71623	Theben	228±0
71582	Theben	127±0
71484	Theben	158±0
71403	Theben	137±0
71703	Theben	90±0
71420	Theben	163±0
71708	Theben	145±0
71493	Theben	200±99
71606	Theben	155±0
71803	Theben	247±0
71749	Theben	128±0
71598	Theben	145±0
71316	Theben	112±0
71271	Theben	108±0
71240	Theben	139±0
71960	Theben	128±0
71336	Theben	138±0
74984	Theben	49±0
74988	Theben	179±0
74847	Theben	-200±199
74875	Theben	200±99
74986	Theben	131±0
74890	Theben	200±199
74876	Theben	200±99
74989	Theben	214±0
74991	Theben	101±0
74872	Theben	231±0
74990	Theben	57±0
97100	Theben	-64±0
971456	Theben	-150±149
971468	Theben	0±100
971452	Theben	-150±149
971459	Theben	-150±149
971451	Theben	-150±149
971454	Theben	-150±149
971455	Theben	-150±149
971467	Theben	0±100
971462	Theben	-150±149
971469	Theben	100±99
971457	Theben	-150±149
971466	Theben	-150±149
971453	Theben	-150±149
971464	Theben	-150±149
971458	Theben	-150±149
971465	Theben	-150±149
971460	Theben	-150±149
971461	Theben	-150±149
91867	Theben	-20±0
5271	Theben	-140±0
5766	Theben	-126±0
5810	Theben	-235±10
5029	Theben	-255±0
5273	Theben	-138±0
5612	Theben	-121±0
5956	Theben	-112±0
5275	Theben	-109±0
5795	Theben	-129±0
5233	Theben	-46±0
5126	Theben	120±0
5530	Theben	-92±0
5610	Theben	13±0
5613	Theben	-120±0
5808	Theben	-234±0
5529	Theben	-100±0
5607	Theben	-48±0
5609	Theben	-117±0
5528	Theben	-125±0
5707	Theben	-149±0
5955	Theben	-150±49
5272	Theben	-139±0
5274	Theben	-138±0
5531	Theben	-92±0
5809	Theben	-234±0
44285	Theben	-113±12
44273	Theben	-59±0
44270	Theben	-53±0
44062	Theben	-256±0
44274	Theben	-53±0
44276	Theben	-48±0
44033	Theben	-88±0
44272	Theben	-60±0
44293	Theben	-130±0
44268	Theben	-58±0
44224	Theben	-150±0
44063	Theben	-255±0
44229	Theben	-228±0
44050	Theben	-120±0
44266	Theben	-61±0
44294	Theben	-150±49
44233	Theben	-118±0
44060	Theben	-256±0
44066	Theben	-242±0
44064	Theben	-255±0
44286	Theben	-100±99
44219	Theben	-114±0
44004	Theben	-108±0
44150	Theben	-87±0
44284	Theben	-107±0
44267	Theben	-61±0
44022	Theben	-112±0
44072	Theben	-245±0
44080	Theben	-244±0
44059	Theben	-256±0
44020	Theben	-114±0
44069	Theben	-234±0
44205	Theben	-150±49
44024	Theben	-152±0
44031	Theben	-150±49
44210	Theben	-129±0
44071	Theben	-245±0
43605	Theben	-158±0
43373	Theben	-113±0
43632	Theben	-255±0
43449	Theben	-105±0
43552	Theben	-232±0
43731	Theben	-237±0
43610	Theben	-233±0
43612	Theben	-120±0
43530	Theben	-130±0
43438	Theben	-200±199
43512	Theben	-93±0
43602	Theben	-153±0
43319	Theben	-250±49
43621	Theben	-126±0
43308	Theben	-95±0
43639	Theben	-97±0
43677	Theben	-233±0
43332	Theben	-206±0
43901	Theben	150±49
43666	Theben	-192±0
43316	Theben	-113±0
43463	Theben	-92±0
43555	Theben	-219±0
43678	Theben	-230±0
43518	Theben	-156±0
43321	Theben	-121±0
43553	Theben	-226±0
43434	Theben	-219±0
43408	Theben	-210+
43374	Theben	-112±0
43614	Theben	-154±0
43996	Theben	-100±99
43681	Theben	-235±0
43451	Theben	-99±0
43556	Theben	-217±0
43638	Theben	-100±0
43554	Theben	-219±0
43317	Theben	-200±199
43721	Theben	-224±0
43594	Theben	-152±0
43329	Theben	-102±0
43478	Theben	-122±0
43375	Theben	-110±0
43331	Theben	-119±0
43640	Theben	-96±0
43630	Theben	-153±0
43443	Theben	-101±0
43428	Theben	-150±49
43992	Theben	-150±49
43312	Theben	-200±199
43517	Theben	-200±199
43446	Theben	-119±0
43487	Theben	-107±0
43372	Theben	-113±0
43693	Theben	-231±0
43747	Theben	-124±0
43309	Theben	-200±199
43572	Theben	-200±199
43642	Theben	-82±0
43679	Theben	-236±0
20905	Theben	44±0
20907	Theben	183±0
45536	Theben	127+
80605	Theben	140±10
80630	Theben	100±99
80548	Theben	150±49
80348	Theben	150±24
80315	Theben	139±0
80436	Theben	139±0
80358	Theben	137±0
80362	Theben	138±0
80376	Theben	55±0
80444	Theben	150±0
80357	Theben	188±12
80319	Theben	144±0
80460	Theben	179±0
80311	Theben	113±0
80336	Theben	190±0
80489	Theben	116±0
80305	Theben	100±24
80364	Theben	138±0
80441	Theben	146±0
80356	Theben	175±24
80427	Theben	134±3
80341	Theben	192±0
80490	Theben	117±0
80620	Theben	150±49
80698	Theben	150±49
80128	Theben	-110±0
80307	Theben	125±0
80343	Theben	193±0
80363	Theben	138±0
80396	Theben	95±0
80312	Theben	117±0
80399	Theben	97±0
80526	Theben	95±0
80349	Theben	150±24
80428	Theben	132±0
80498	Theben	175±13
80360	Theben	137±0
80359	Theben	137±0
80381	Theben	74±5
80518	Theben	200±99
80606	Theben	150±49
80353	Theben	150±24
80355	Theben	150±49
80342	Theben	193±0
80268	Theben	-236±0
80277	Theben	-150±0
80347	Theben	150±24
80126	Theben	94±0
80480	Theben	150±49
80345	Theben	180±0
80528	Theben	193±0
80473	Theben	191±0
80304	Theben	77±0
80559	Theben	100±99
80346	Theben	150±24
80435	Theben	138±0
80383	Theben	73±0
80609	Theben	150±49
80420	Theben	125±0
80422	Theben	129±0
80331	Theben	187±0
80491	Theben	117±0
80314	Theben	129±0
80340	Theben	192±0
80335	Theben	190±0
80333	Theben	188±0
80308	Theben	106±0
80354	Theben	150±49
80413	Theben	114±0
80313	Theben	128±0
80310	Theben	110±0
80361	Theben	138±0
80367	Theben	139±0
2533	Theben	-200±199
2535	Theben	-200±199
2732	Theben	-208±0
2732	Theben	-208±0
2728	Theben	-210±0
2626	Theben	-175±0
2556	Theben	-250±49
2534	Theben	-200±199
2532	Theben	-200±199
15539	Theben	183±0
15538	Theben	39±0
18301	Theben	129±0
18336	Theben	194±0
18016	Theben	146±0
18330	Theben	185±0
18338	Theben	195±0
18266	Theben	66±0
18826	Theben	161±0
18266	Theben	66±0
18083	Theben	147±0
18346	Theben	216±0
18465	Theben	94±0
18867	Theben	697±0
18319	Theben	165±0
18318	Theben	163±0
18062	Theben	215±0
18085	Theben	186±6
18082	Theben	106±0
18010	Theben	116±0
18276	Theben	88±0
18256	Theben	21±0
18300	Theben	127±0
18258	Theben	35±0
18328	Theben	181±0
18332	Theben	189±0
18277	Theben	89±0
18143	Theben	134±0
18415	Theben	727±0
18299	Theben	127±0
18302	Theben	129±0
18091	Theben	135±0
18263	Theben	61±0
18093	Theben	194±0
141087	Theben	725±24
141004	Theben	725±24
141107	Theben	725±24
141088	Theben	725±24
141113	Theben	725±24
141096	Theben	725±24
141089	Theben	725±24
141027	Theben	725±24
141038	Theben	725±24
141005	Theben	725±24
141116	Theben	725±24
141049	Theben	725±24
141002	Theben	725±24
141054	Theben	725±24
141030	Theben	725±24
141015	Theben	725±24
141070	Theben	725±24
141117	Theben	725±24
141081	Theben	725±24
141001	Theben	725±24
141017	Theben	725±24
141101	Theben	725±24
141078	Theben	725±24
141042	Theben	725±24
141109	Theben	725±24
141119	Theben	725±24
141020	Theben	725±24
141016	Theben	725±24
141052	Theben	725±24
141104	Theben	725±24
141090	Theben	725±24
141009	Theben	725±24
141114	Theben	725±24
141008	Theben	725±24
141037	Theben	725±24
141033	Theben	725±24
141013	Theben	725±24
141100	Theben	725±24
141094	Theben	725±24
141048	Theben	725±24
141035	Theben	725±24
141031	Theben	725±24
141029	Theben	725±24
141111	Theben	725±24
141068	Theben	725±24
141105	Theben	725±24
141074	Theben	725±24
141058	Theben	725±24
141077	Theben	725±24
141115	Theben	725±24
141108	Theben	725±24
141075	Theben	725±24
141082	Theben	725±24
141083	Theben	725±24
141071	Theben	725±24
141060	Theben	725±24
141067	Theben	725±24
141099	Theben	725±24
141041	Theben	725±24
141072	Theben	725±24
141046	Theben	725±24
141079	Theben	725±24
141044	Theben	725±24
141092	Theben	725±24
141084	Theben	725±24
141053	Theben	725±24
141036	Theben	725±24
141040	Theben	725±24
141056	Theben	725±24
141095	Theben	725±24
141006	Theben	725±24
141061	Theben	725±24
141010	Theben	725±24
141121	Theben	725±24
141062	Theben	725±24
141012	Theben	725±24
141059	Theben	725±24
141080	Theben	725±24
141026	Theben	725±24
141122	Theben	725±24
141106	Theben	725±24
141019	Theben	725±24
141014	Theben	725±24
141102	Theben	725±24
141069	Theben	725±24
141063	Theben	725±24
141064	Theben	725±24
141003	Theben	725±24
141076	Theben	725±24
141065	Theben	725±24
141110	Theben	725±24
141051	Theben	725±24
141091	Theben	725±24
141093	Theben	725±24
141039	Theben	725±24
141032	Theben	725±24
141007	Theben	725±24
141028	Theben	725±24
141086	Theben	725±24
141085	Theben	725±24
141045	Theben	725±24
141047	Theben	725±24
141066	Theben	725±24
141103	Theben	725±24
141034	Theben	725±24
141120	Theben	725±24
141018	Theben	725±24
141050	Theben	725±24
141055	Theben	725±24
141098	Theben	725±24
141097	Theben	725±24
141021	Theben	725±24
141073	Theben	725±24
141118	Theben	725±24
141112	Theben	725±24
141043	Theben	725±24
141057	Theben	725±24
141011	Theben	725±24
169767	Theben	214±0
169773	Theben	175±13
169774	Theben	149±0
169819	Theben	750±49
169772	Theben	173±4
169764	Theben	47±6
70493	Theben	196±0
70513	Theben	216±0
70478	Theben	75±24
70510	Theben	196±0
70517	Theben	194±0
70570	Theben	112±5
70482	Theben	131±0
70578	Theben	161±0
70511	Theben	197±0
70571	Theben	216±0
70501	Theben	144±0
70492	Theben	191±0
70569	Theben	150±49
70504	Theben	151±0
70937	Theben	-130±0
70577	Theben	162±0
70561	Theben	52±0
70583	Theben	209±0
70481	Theben	109±0
70524	Theben	200±99
70502	Theben	144±0
70575	Theben	139±0
70474	Theben	59±0
70400	Theben	194±0
70398	Theben	187±0
70538	Theben	250±49
70556	Theben	-52±0
70488	Theben	133±0
70486	Theben	142±0
70392	Theben	112±0
70386	Theben	66±0
70566	Theben	116±0
70519	Theben	200±99
70507	Theben	176±0
70564	Theben	113±0
70509	Theben	188±0
70393	Theben	131±0
70512	Theben	204±6
70411	Theben	210±0
70487	Theben	150±0
70508	Theben	179±0
70586	Theben	301±0
70582	Theben	194±1
70500	Theben	132±0
70505	Theben	149±11
70565	Theben	124±0
70495	Theben	174±0
70390	Theben	90±0
70477	Theben	104±0
70951	Theben	-109±0
70396	Theben	144±0
70483	Theben	139±0
70412	Theben	194±0
70950	Theben	-111±0
70485	Theben	142±0
70558	Theben	-20±0
70576	Theben	161±0
70496	Theben	201±0
70562	Theben	92±0
70476	Theben	97±0
70399	Theben	209±0
70394	Theben	121±0
70574	Theben	138±0
70506	Theben	144±0
70498	Theben	239±0
70484	Theben	141±0
70554	Theben	-240±0
70406	Theben	250±49
70503	Theben	150±0
70520	Theben	126±0
70489	Theben	151±0
70579	Theben	167±0
70473	Theben	-9±0
70497	Theben	215±0
70385	Theben	42±0
70585	Theben	150±49
70490	Theben	130±0
70563	Theben	112±0
70521	Theben	150±49
70533	Theben	200±199
70580	Theben	168±0
70499	Theben	126±0
70572	Theben	-150±49
70415	Theben	237±0
70409	Theben	125±0
70567	Theben	134±0
70384	Theben	-18±0
70410	Theben	172±3
70514	Theben	150±49
70518	Theben	229±0
70741	Theben	113±12
70515	Theben	200±99
70516	Theben	50±49
70443	Theben	200±199
70475	Theben	58±0
70494	Theben	149±0
70584	Theben	150±49
70581	Theben	179±0
38534	Theben	600±99
38341	Theben	600±99
38539	Theben	550±49
38451	Theben	650±149
38538	Theben	550±49
38780	Theben	700±99
32089	Theben	228±0
32109	Theben	263±62
32178	Theben	250±49
32090	Theben	300±99
32210	Theben	250±49
32177	Theben	300±99
32278	Theben	250±24
32110	Theben	250±49
32162	Theben	300±99
28521	Theben	200±99
28180	Theben	150±49
28813	Theben	200±99
28058	Theben	150±24
25400	Theben	200±199
133440	Theben	151±0
133436	Theben	117±0
133435	Theben	113±0
133433	Theben	50±0
133432	Theben	44±0
133443	Theben	195±0
133437	Theben	127±0
133442	Theben	194±0
133430	Theben	88±0
133434	Theben	56±0
133439	Theben	167±0
